Life expectancy,Year,Adult Mortality,infant deaths,Alcohol,percentage expenditure,Hepatitis B,Measles,BMI,under-five deaths,Polio,Total expenditure,Diphtheria,HIV/AIDS,GDP,Population,thinness  1-19 years,thinness 5-9 years,Income composition of resources,Schooling
66.5,2002,22,0,1.1,156.3,75,0,39.6,0,78,6.9,78,0.1,785,435262,1.4,1.4,0.4,7.3
66.2,2001,227,0,0.7,325.1,83,0,38.7,0,88,6.4,84,0.1,944.8,423853,1.4,1.4,0.4,6.6
65.8,2000,235,0,0.7,4.2,81,0,37.9,0,88,4.6,86,0.1,154.5,41269,1.4,1.4,0.5,7.2
55,2015,312,50,4.3,0,42,7497,24.3,80,47,6.1,42,0.7,427,13452239.1,6.6,6.4,0.6,12.2
54.3,2014,321,51,0,0,42,10229,23.8,80,47,6.1,42,0.8,417.9,13452239.1,6.7,6.5,0.6,12.2
54.2,2013,318,51,0,0,42,3173,23.3,81,47,6.1,42,0.8,47.5,13452239.1,6.8,6.6,0.6,12.2
53.1,2012,336,51,0,0,79.5,9983,22.9,82,47,6.1,42,0.8,6938.3,13452239.1,6.8,6.7,0.6,12.2
53.1,2011,329,51,0,0,79.5,17298,22.4,82,49,6.1,41,0.8,6938.3,13452239.1,6.9,6.7,0.6,12.2
52.4,2010,336,52,0,0,79.5,115,22,83,49,6.1,45,0.8,6938.3,13452239.1,7,6.8,0.6,12.2
52.2,2009,335,52,0,0,79.5,13,21.5,84,41,6.1,42,0.8,6938.3,13452239.1,7.1,6.9,0.6,12.2
51.9,2008,336,52,0,0,79.5,1081,21.1,84,4,6.1,31,0.9,6938.3,13452239.1,7.2,7,0.6,12.2
51.5,2007,34,52,0,0,79.5,1149,2.7,84,4,6.1,4,0.9,6938.3,13452239.1,7.3,7.1,0.6,12.2
51.5,2006,337,51,0,0,79.5,7,2.2,83,26,6.1,26,0.9,6938.3,13452239.1,7.4,7.2,0.6,12.2
51.6,2005,334,50,0,0,79.5,0,19.8,82,35,6.1,35,0.9,6938.3,13452239.1,7.5,7.3,0.6,12.2
51.2,2004,341,49,0,0,79.5,12008,19.4,80,3,6.1,3,0.9,6938.3,13452239.1,7.6,7.4,0.6,12.2
51.1,2003,344,48,0,0,79.5,8257,19,78,4,6.1,4,0.9,6938.3,13452239.1,7.7,7.5,0.6,12.2
58,2002,348,47,0,0,79.5,9559,18.6,77,4,6.1,4,0.9,6938.3,13452239.1,7.8,7.6,0.6,12.2
57,2001,352,46,0,0,79.5,3571,18.2,75,33,6.1,33,0.8,6938.3,13452239.1,7.9,7.7,0.6,12.2
55,2000,355,45,0,0,79.5,3965,17.8,74,37,6.1,33,0.8,6938.3,13452239.1,8,7.9,0.6,12.2
62.9,2015,328,42,4.3,0,75,17,51.1,52,75,6.1,75,3.6,5769.8,5511976.7,4.4,5.3,0.7,13
62,2014,347,42,7.4,922.1,8,66,5.3,52,77,8.8,77,3.7,6479.6,54146734.7,4.9,5.9,0.7,13
69,2013,371,43,7.3,978.6,7,25,49.5,54,73,8.8,73,4.5,6877,53311955.6,5.4,6.5,0.7,12.8
59.2,2012,48,43,7.4,1090,68,32,48.7,56,65,8.8,65,7.6,7548.2,5256515.8,6,7.3,0.6,12.8
58.9,2011,413,43,7.4,123.8,76,92,47.9,58,69,8.6,69,8.5,850,51729345.4,6.6,8,0.6,12.8
58,2010,428,43,7.3,1038.9,71,12499,47.2,62,72,8.5,72,11,7362.8,5979432.4,7.3,8.9,0.6,12.8
56.5,2009,449,46,7.6,782.6,74,5857,46.4,70,75,8.4,76,19,5888.6,5255813.1,8.1,9.8,0.6,12.8
55.3,2008,473,50,8.2,780,76,39,45.7,75,77,7.8,79,23.5,5786.6,49557573.3,8.9,1.7,0.6,12.9
54.5,2007,486,51,8.5,805.5,83,31,45,79,79,7.5,82,26.4,6125.4,48883845,9.7,11.7,0.6,12.9
54,2006,496,54,8.5,732.1,83,81,44.3,82,79,7.6,82,28.1,5631.7,4823384.5,1.6,12.8,0.6,12.9
53.8,2005,498,55,8.7,709.3,79,615,43.6,84,75,7.8,79,29.5,5414.6,476667.2,11.6,13.9,0.6,12.9
53.7,2004,497,55,7,622,76,830,42.9,83,73,7.9,74,29.7,4863.5,4718,12.6,15,0.6,12.9
54,2003,485,55,6.9,519.2,71,244,42.2,82,7,8.3,69,28.9,3775.7,46418193.9,13.5,16.1,0.6,12.9
54.9,2002,459,54,7,346.5,72,1043,41.6,79,7,8.9,7,26.6,2518.4,45855482.9,14.5,17.1,0.6,12.9
56,2001,429,52,7.4,365.3,72,1166,4.9,76,71,8.3,71,24,2681.8,45312937,15.4,18.1,0.6,13
57.3,2000,397,51,7.3,46,73,1459,4.1,73,71,8.7,73,21.3,337.2,44896856,16.3,19.1,0.6,13
57.3,2015,332,26,4.3,0,31,878,38.8,39,41,6.1,31,3.4,758.7,11882136,4.7,4.8,0.4,4.9
56.6,2014,343,26,4.3,46.1,79.5,441,38.8,39,44,2.7,39,3.5,1151.9,1153971,4.7,4.8,0.4,4.9
56.4,2013,345,26,4.3,47.4,79.5,525,38.8,40,5,2.6,45,3.6,1186.1,1117749,4.7,4.8,0.4,4.9
56,2012,347,26,4.3,38.3,79.5,1952,38.8,40,64,2.8,59,3.8,958.5,1818258,4.7,4.8,0.4,4.9
55.4,2011,355,27,4.3,0,79.5,1256,38.8,41,66,6.1,61,3.9,177,1448857,4.7,4.8,0.4,4.9
55,2010,359,27,4.3,0,79.5,0,38.8,41,82.8,6.1,82.3,4,1562.2,167192,4.7,4.8,0,0
54.3,2009,369,27,4.3,0,79.5,0,38.8,42,82.8,6.1,82.3,4.2,1264.8,967667,4.7,4.8,0,0
53.6,2008,377,27,4.3,0,79.5,0,38.8,42,82.8,6.1,82.3,4.2,1678.7,9263136,4.7,4.8,0,0
53.1,2007,381,27,4.3,0,79.5,0,38.8,43,82.8,6.1,82.3,4.2,6938.3,88568,4.7,4.8,0,0
52.5,2006,383,28,4.3,0,79.5,0,38.8,43,82.8,6.1,82.3,4.1,6938.3,8468152,4.7,4.8,0,0
51.9,2005,383,28,4.3,0,79.5,0,38.8,44,82.8,6.1,82.3,3.9,6938.3,818877,4.7,4.8,0,0
51.4,2004,383,29,4.3,0,79.5,0,38.8,45,82.8,6.1,82.3,3.8,6938.3,7787655,4.7,4.8,0,0
58,2003,383,29,4.3,0,79.5,0,38.8,46,82.8,6.1,82.3,3.5,6938.3,751642,4.7,4.8,0,0
52,2002,382,30,4.3,0,79.5,0,38.8,48,82.8,6.1,82.3,3.3,6938.3,7237276,4.7,4.8,0,0
49.6,2001,381,30,4.3,0,79.5,0,38.8,49,82.8,6.1,82.3,3,6938.3,6974442,4.7,4.8,0,0
48.9,2000,38,31,4.3,0,79.5,0,38.8,50,82.8,6.1,82.3,2.7,6938.3,67656,4.7,4.8,0,0
82.8,2015,56,1,4.3,0,97,115,66.6,1,97,6.1,97,0.1,25683.8,46447697,0.6,0.5,0.9,17.7
82.6,2014,58,1,0,43,96,154,66,1,97,9.3,97,0.1,296.5,4648882,0.6,0.5,0.9,17.6
82.4,2013,6,1,9.3,423.7,95,131,65.4,2,96,9.1,96,0.1,2921.9,466245,0.6,0.5,0.9,17.5
82,2012,61,1,9.4,4255.8,96,1204,64.8,2,97,9.4,97,0.1,28562.3,4677355,0.6,0.5,0.9,17.2
82.1,2011,63,1,9.6,4873.8,97,3802,64.1,2,97,9.5,97,0.1,31834.2,46742697,0.6,0.5,0.9,16.9
81.9,2010,64,1,9.8,578.7,97,302,63.5,2,97,9.6,97,0.1,3736.2,46576897,0.6,0.5,0.9,16.4
81.6,2009,66,2,10,5047.3,96,41,62.9,2,96,9.5,96,0.1,32333.5,46362946,0.6,0.5,0.9,16.3
81.3,2008,7,2,10.2,5596.5,97,297,62.3,2,97,8.8,97,0.1,35578.7,4595416,0.6,0.5,0.9,16.1
89,2007,72,2,11.1,510.9,96,267,61.7,2,96,8.4,96,0.1,3279.4,4522683,0.6,0.5,0.8,16
88,2006,73,2,11.9,4460.4,97,362,61.1,2,98,8.2,98,0.1,28482.7,44397319,0.6,0.5,0.8,15.9
81,2005,77,2,11.9,405.4,96,22,6.5,2,96,8.1,96,0.1,2651.7,43653155,0.6,0.5,0.8,15.8
81,2004,79,2,12,3715.4,97,26,59.9,2,97,8.5,97,0.1,24918.6,42921895,0.6,0.5,0.8,15.6
79.4,2003,83,2,12.1,3205,81,256,59.3,2,99,8,98,0.1,21495.8,42187645,0.6,0.5,0.8,15.6
79.5,2002,83,2,12.3,228.4,82,67,58.8,2,98,7.3,98,0.1,1719.5,41431558,0.6,0.5,0.8,15.7
79.4,2001,84,2,9.9,2044.2,83,0,58.2,2,95,7.2,96,0.1,15323.6,485412,0.6,0.5,0.8,15.7
79.1,2000,86,2,11.1,1934.4,77,152,57.6,2,95,7.2,95,0.1,14676.8,4567864,0.6,0.5,0.8,15.7
74.9,2015,138,3,4.3,0,99,1568,23.4,3,99,6.1,99,0.1,3844.9,2966,15.1,15,0.8,14
74.7,2014,141,3,2.4,42.7,99,1686,22.7,3,99,3.5,99,0.1,382.5,2771,15.2,15,0.8,14
74.6,2013,142,3,2.6,41.6,99,2107,21.9,3,99,3.7,99,0.1,361.3,2585,15.2,15.1,0.8,13.8
74.5,2012,143,3,2.8,20.8,99,51,21.2,4,99,3.2,99,0.1,335.5,2425,15.3,15.2,0.8,13.7
74.5,2011,141,3,3,20.8,99,60,2.5,4,99,3.3,99,0.1,323,2271,15.3,15.3,0.7,13.6
74.5,2010,138,3,2.3,191.7,99,79,19.8,4,99,3.4,99,0.1,2819.5,2119,15.3,15.3,0.7,13.5
71.8,2009,183,4,2.1,13.4,97,21,19.2,4,97,3.4,97,0.1,216.7,19968,15.3,15.4,0.7,13.4
72.3,2008,172,4,2.1,17.8,98,33,18.5,4,98,3.4,98,0.1,254.5,19817,15.4,15.4,0.7,13.3
73.7,2007,146,4,2.3,127.6,98,44,17.9,5,98,3.8,98,0.1,1644.8,19668,15.4,15.5,0.7,13.2
73.8,2006,145,4,2,120.2,98,0,17.2,5,98,4.6,98,0.1,1448.8,1952,15.4,15.5,0.7,13.1
74.2,2005,138,4,2,97.8,99,3,16.6,5,99,4.6,99,0.1,1259.9,19373,15.4,15.5,0.7,12.9
69.1,2004,197,6,1.6,15.4,62,35,16.1,10,97,4.3,97,0.1,174.7,19228,15.4,15.5,0.7,12.8
73.9,2003,146,5,1.7,72.4,32,65,15.6,5,98,4,99,0.1,989.5,1983,15.4,15.5,0.7,12.7
73.7,2002,149,5,1.6,59.6,79.5,139,15.1,5,98,3.9,98,0.1,873.1,18939,15.4,15.6,0.7,12.6
72.7,2001,16,5,1.7,53.6,79.5,309,14.6,6,98,3.8,98,0.1,837.7,18797,15.4,15.6,0.7,12.5
71.5,2000,175,5,1.5,60.5,79.5,16527,14.1,6,99,3.8,99,0.1,875.4,18655,15.3,15.5,0.7,12.4
64.1,2015,225,58,4.3,0,93,3585,38.8,85,93,6.1,93,0.3,2513.9,3864783,4.7,4.8,0.5,7.2
63.8,2014,229,59,0,253.6,94,676,38.8,86,94,8.4,94,0.3,2176.9,37737913,4.7,4.8,0.5,7.2
63.5,2013,232,60,0,227.8,93,2813,38.8,88,93,8.4,93,0.3,1955.7,36849918,4.7,4.8,0.5,7
63.2,2012,235,61,0,220.5,92,8523,38.8,89,92,8.2,92,0.3,1892.9,3599192,4.7,4.8,0.5,6.8
62.7,2011,241,61,2.1,196.7,93,5616,38.8,91,93,8.3,93,0.3,1666.9,35167314,4.7,4.8,0.5,7
62.5,2010,243,62,1.8,172,75,680,38.8,92,9,8,9,0.3,1476.5,34385963,4.7,4.8,0.5,7
62,2009,248,63,2,17.1,72,68,38.8,94,81,8.4,81,0.3,1226.9,3365619,4.7,4.8,0.5,6.8
61.8,2008,251,64,2,128.6,78,129,38.8,95,85,8.2,86,0.3,1291.5,32955496,4.7,4.8,0.4,6.3
61.4,2007,254,65,2,86.1,78,327,38.8,97,84,4.7,84,0.3,1115.7,32282526,4.7,4.8,0.4,6.4
61,2006,26,66,1.9,60.3,6,228,38.8,99,77,3.9,78,0.2,893.9,316764,4.7,4.8,0.4,6.2
67,2005,261,66,1.6,37.6,22,1374,38.8,101,78,3.2,78,0.2,679.8,3911914,4.7,4.8,0.4,6.1
59.7,2004,278,68,1.6,37,79.5,9562,38.8,102,74,3.4,74,0.2,565.6,3186341,4.7,4.8,0.4,5.7
59.6,2003,278,69,1.7,35.4,79.5,4381,38.8,104,69,3.2,69,0.2,477.7,29435944,4.7,4.8,0.4,5.6
59.4,2002,277,70,1.6,30.6,79.5,4529,38.8,106,6,3,6,0.2,412.2,28679565,4.7,4.8,0.4,5.6
58.9,2001,283,71,1.8,28.9,79.5,4362,38.8,108,66,3,66,0.2,377.5,279455,4.7,4.8,0.4,5.6
58.6,2000,284,71,1.8,30.9,79.5,2875,38.8,109,62,3.2,62,0.1,361.4,2725535,4.7,4.8,0.4,5.5
71.6,2015,176,0,4.3,0,89,0,58.3,0,89,6.1,89,0.4,8819,55328,3.5,3.5,0.7,12.7
71.4,2014,178,0,6.3,1132.4,85,0,57.7,0,85,5.7,85,0.4,9564.5,547928,3.5,3.5,0.7,12.7
71.2,2013,179,0,6,1123,86,0,57,0,86,6,86,0.4,9484.6,54254,3.5,3.5,0.7,12.7
71.3,2012,178,0,5.7,1168.3,84,0,56.3,0,84,6.9,84,0.9,9272.4,53777,3.5,3.4,0.7,12.7
76,2011,187,0,5.6,989.1,86,0,55.5,0,86,5.9,86,0.1,8319,531589,3.5,3.4,0.7,12.5
73,2010,19,0,5.3,99.1,86,0,54.8,0,96,5.8,96,0.5,833.3,52613,3.5,3.4,0.7,12.3
70,2009,196,0,5.1,885.1,87,0,54.1,0,85,6.1,87,0.6,7443.9,52619,3.5,3.4,0.7,12.1
69.8,2008,196,0,4.9,815.4,84,0,53.3,0,85,5.9,85,1.2,6858.2,515148,3.5,3.4,0.7,11.9
69.5,2007,22,0,4.7,685,84,0,52.6,0,84,5.9,84,0.8,5761.4,5975,3.5,3.4,0.7,11.7
69.3,2006,199,0,4.5,72.8,84,0,51.8,0,84,6.2,84,0.6,527.9,5437,3.5,3.4,0.7,11.5
68.9,2005,25,0,4.5,418.9,83,0,51.1,0,84,6.8,83,0.6,3595.9,498946,3.5,3.4,0.7,11.3
68.3,2004,214,0,4.6,4.2,79.5,0,5.4,0,84,6.9,85,0.9,36.5,49363,3.5,3.5,0,11.1
68,2003,223,0,4.5,32.4,79.5,0,49.7,0,74,6.6,75,1,263.1,488332,3.5,3.5,0,10.9
67.9,2002,221,0,4.4,250.7,79.5,0,49,0,74,7.1,73,1.6,2232.5,48344,3.5,3.5,0,11
67.7,2001,219,0,4.2,191.2,79.5,0,48.3,0,65,8.4,68,1.8,1598.8,47774,3.6,3.5,0,11
67.4,2000,224,0,4.3,268.2,79.5,0,47.6,0,7,9.7,71,0.4,1888.6,47239,3.6,3.6,0,11.1
58.9,2015,373,2,4.3,0,9,0,32.3,3,84,6.1,9,7.1,3136.9,131911,4,4.1,0.5,11.4
58.4,2014,382,2,0,574.4,98,0,31.8,3,98,9.3,98,7.3,3464.4,129597,4.3,4.3,0.5,11.4
57.6,2013,393,2,0,709,98,0,31.2,3,98,9.7,98,9.8,3598.8,1271456,4.5,4.6,0.5,11.4
56.5,2012,412,2,0,720.2,95,0,3.7,3,92,8.8,95,12.2,3851.5,1248158,4.8,4.9,0.5,11.3
55,2011,438,2,5.2,735.7,91,0,3.2,3,85,8.6,91,15.7,3934.3,1225258,5.1,5.2,0.5,11.2
53.6,2010,459,2,4.9,56.9,89,313,29.7,4,89,8.5,89,21.6,369.2,122843,5.4,5.6,0.5,11
52.6,2009,46,3,4.9,47.6,88,26,29.3,4,89,8.5,88,33.7,332.5,118675,5.8,5.9,0.5,10.8
51.4,2008,477,3,4.9,413,9,1,28.9,4,89,8.2,88,40.2,2842.4,1158897,6.1,6.3,0.5,10.6
50,2007,51,3,5.6,43.4,92,0,28.5,4,88,7.5,87,40.7,347.5,1138434,6.5,6.7,0.5,10.5
47.8,2006,564,3,5.5,437.1,93,0,28.2,4,88,6.8,87,43.7,2937.4,112514,6.9,7.1,0.5,9.9
46,2005,63,3,5.1,372.2,95,0,27.8,4,88,6.8,86,49.1,2873.9,115873,7.3,7.5,0.5,9.7
45.6,2004,69,3,5.8,37.4,93,0,27.4,4,88,5.9,86,50.3,2529.6,19553,7.7,7.9,0.5,9.4
45.9,2003,6,3,5.7,2.8,9,350,27.1,4,87,5.7,85,50.6,23,187392,8.2,8.4,0.5,9.1
46.4,2002,587,3,5.5,131,88,37,26.7,4,87,5.2,85,49.9,1325,1893,8.6,8.8,0.5,9.2
47.1,2001,568,3,6.7,143.6,86,49,26.3,4,87,5.1,84,48.8,1437.6,172927,9,9.2,0.5,9.3
48.4,2000,536,3,7.2,25.2,83,10,25.9,4,87,5.3,84,46.4,1637.5,161468,9.4,9.6,0.5,9.4
82.4,2015,53,0,4.3,0,67,22,59.5,0,98,6.1,98,0.1,5585.3,9799186,1.5,1.4,0.9,15.9
82.3,2014,54,0,7.3,1142.2,67,26,59,0,98,11.9,98,0.1,5918.2,969611,1.5,1.3,0.9,15.8
81.9,2013,57,0,7.3,1212.7,67,51,58.5,0,98,12,98,0.1,6283.2,96379,1.4,1.3,0.9,15.8
81.7,2012,57,0,7.4,10947,53,30,58.1,0,98,11.8,98,0.1,57134.8,9519374,1.4,1.3,0.9,15.8
81.7,2011,58,0,7.4,11477.7,42,26,57.7,0,98,11.7,98,0.1,59593.3,9449213,1.4,1.3,0.9,16
81.5,2010,58,0,7.2,778.2,79.5,6,57.3,0,98,9.5,98,0.1,5276.3,9378126,1.3,1.3,0.9,15.8
81.4,2009,62,0,7.3,682.1,79.5,3,56.9,0,98,9.9,98,0.1,4627.6,9298515,1.3,1.3,0.9,15.8
81.1,2008,62,0,6.9,8105.6,79.5,25,56.5,0,98,9.2,98,0.1,55746.8,9219637,1.3,1.3,0.9,15.7
89,2007,63,0,6.9,7593.4,79.5,1,56.1,0,98,8.9,98,0.1,53324.4,914892,1.3,1.3,0.9,15.8
88,2006,64,0,6.5,6369.5,79.5,19,55.7,0,98,9,98,0.1,46256.5,9855,1.3,1.3,0.9,15.9
85,2005,66,0,6.5,599,79.5,13,55.3,0,98,9.6,98,0.1,4385.4,929572,1.3,1.3,0.9,16
83,2004,7,0,6.6,5793.4,79.5,5,54.9,0,99,9.9,99,0.1,42442.2,8993531,1.3,1.3,0.9,16
82,2003,69,0,6.9,5067.4,79.5,3,54.4,0,99,9.3,99,0.1,36961.4,8958229,1.3,1.3,0.9,15.9
79.9,2002,71,0,6.9,3998.1,79.5,9,53.9,0,99,9.2,99,0.1,29571.7,8924958,1.3,1.3,0.9,15.9
79.8,2001,73,0,6.6,3554.5,79.5,5,53.4,0,99,8.9,99,0.1,26969.2,889596,1.3,1.3,0.9,15.9
79.6,2000,73,0,6.2,3689.7,79.5,59,52.8,0,99,8.2,99,0.1,29283.6,887219,1.4,1.3,0.9,15.9
83.4,2015,49,0,4.3,0,79.5,35,57.4,0,97,6.1,97,0.1,8989.8,8282396,0.4,0.3,0.9,16
83.2,2014,51,0,9.6,19479.9,79.5,23,57,0,96,11.7,96,0.1,85814.6,8188649,0.4,0.3,0.9,15.9
83,2013,52,0,9.7,19099,79.5,175,56.6,0,96,11.7,96,0.1,84658.9,889346,0.4,0.3,0.9,15.8
82.7,2012,54,0,9.9,18379.3,79.5,61,56.2,0,96,11.6,96,0.1,83164.4,7996861,0.5,0.3,0.9,15.7
82.6,2011,55,0,10,18822.9,79.5,621,55.8,0,96,11.2,96,0.1,87998.4,7912398,0.5,0.3,0.9,15.6
82.3,2010,57,0,10,2198.6,79.5,77,55.4,0,96,11.7,95,0.1,74276.7,782499,0.5,0.4,0.9,15.4
82.1,2009,6,0,10.2,14714.8,79.5,958,55,0,96,11,95,0.1,69672.5,7743831,0.5,0.4,0.9,15.3
82,2008,6,0,10.3,2084.3,79.5,2022,54.6,0,96,1.3,95,0.1,72119.6,7647675,0.5,0.4,0.9,15.3
81.7,2007,63,0,10.4,11892.3,79.5,1015,54.1,0,94,1.2,94,0.1,63223.5,7551117,0.5,0.4,0.9,15.3
81.5,2006,65,0,10.2,10598.1,79.5,0,53.7,0,94,1.4,94,0.1,57348.9,7483934,0.6,0.4,0.9,15.2
81.1,2005,66,0,10.2,10055.3,79.5,60,53.2,0,94,1.9,94,0.1,54797.5,7437115,0.6,0.4,0.9,15.2
81,2004,69,0,10.6,9495.5,79.5,39,52.8,0,95,2,93,0.1,53256,7389625,0.6,0.4,0.9,15.1
85,2003,72,0,10.8,842.3,79.5,574,52.3,0,95,1.9,93,0.1,4796.6,73391,0.6,0.5,0.9,15
84,2002,74,0,10.9,6853.6,79.5,0,51.8,0,95,1.6,93,0.1,41336.7,7284753,0.6,0.5,0.9,15.2
82,2001,75,0,11.1,6478.3,79.5,700,51.3,0,95,1.3,93,0.1,38538.6,7229854,0.7,0.5,0.9,15.2
79.7,2000,78,0,11.3,5834.6,79.5,0,5.8,0,95,9.9,93,0.1,37813.2,718425,0.7,0.5,0.9,15.1
64.5,2015,293,6,4.3,0,41,45,57.1,8,5,6.1,41,0.1,6938.3,18734987,6.3,6.1,0.6,9
64.4,2014,294,7,0,0,47,594,56.2,8,52,3.3,43,0.1,6938.3,19239,6.3,6.1,0.6,9
63.6,2013,37,7,0,0,71,740,55.2,9,5,3.3,41,0.1,6938.3,1989141,6.3,6.1,0.6,13
62.8,2012,32,7,0,0,43,13,54.2,9,47,3.3,45,0.1,6938.3,24271,6.3,6.1,0.6,12.5
71.7,2011,163,7,0.8,0,66,13,53.2,8,6,3.2,72,0.1,6938.3,2863993,6.3,6.1,0.6,12
73.7,2010,127,7,0.8,0,84,26,52.3,9,83,3.3,8,0.1,6938.3,2118834,6.4,6.1,0.7,11.7
73.8,2009,124,7,0.8,0,84,22,51.3,9,83,3.6,8,0.1,6938.3,2824893,6.4,6.2,0.6,11.8
73.8,2008,122,8,0.8,0,83,19,5.4,9,83,3.4,79,0.1,6938.3,2325443,6.4,6.2,0.7,11.6
73.8,2007,121,8,0.8,18,83,403,49.4,9,83,3.7,8,0.1,258.4,1963286,6.4,6.2,0.6,11.5
73.7,2006,123,8,1,122.7,83,517,48.5,10,83,3.8,8,0.1,1762.2,18914977,6.4,6.3,0.6,11.4
73.5,2005,127,9,0.9,116.3,83,375,47.6,10,83,4.1,8,0.1,1577.5,18294611,6.5,6.3,0.6,11
73.2,2004,131,9,0.9,10.2,82,189,46.8,10,84,4.5,81,0.1,148.9,1786638,6.5,6.3,0.6,10.6
73,2003,134,9,1.3,94.8,81,801,46,11,85,5.1,83,0.1,1253.4,17415266,6.6,6.4,0.6,10.3
72.8,2002,135,9,1.3,91.7,8,538,45.3,11,86,4.9,84,0.1,1263.1,178791,6.6,6.5,0.6,10.2
72.7,2001,135,10,1.3,93.5,8,290,44.6,11,83,4.9,82,0.1,1258.4,16766899,6.7,6.5,0.6,10.1
72.6,2000,136,10,1.4,81.7,79,146,43.9,12,86,4.9,84,0.1,1177.6,1641848,6.8,6.6,0.6,10
69.7,2015,161,10,4.3,0,96,3,4.7,11,96,6.1,96,0.2,918.7,8548651,3.6,3.7,0.6,11.3
69.6,2014,162,10,0,7.8,97,0,39.9,11,94,6.9,97,0.2,114.5,8362745,3.6,3.7,0.6,11.3
69.3,2013,163,10,0,1,96,1,39,11,97,6.8,96,0.2,14.2,817789,3.6,3.7,0.6,11.2
68.8,2012,164,10,0,71.5,94,16,38.2,12,96,6.4,94,0.2,954.7,799562,3.6,3.7,0.6,11.1
68.1,2011,166,10,0.3,52,96,1,37.4,12,97,6,96,0.2,834.5,7815949,3.7,3.7,0.6,11.1
67.3,2010,171,10,0.3,43.3,93,0,36.6,12,95,6.4,93,0.2,738.3,764163,3.7,3.8,0.6,11.1
66.7,2009,174,10,0.3,35.7,93,0,35.9,12,93,5.9,93,0.2,666.3,7472819,3.7,3.8,0.6,11.1
66.4,2008,178,10,0.3,4.2,86,0,35.3,12,87,5.6,86,0.3,76.9,739728,3.8,3.8,0.6,10.8
66.1,2007,181,10,0.4,2.3,84,2,34.7,12,85,5.4,86,0.3,52.4,7152385,3.8,3.8,0.6,10.9
65.9,2006,183,10,0.4,2.6,88,3,34.1,12,76,5.7,83,0.3,44.3,7557,3.8,3.9,0.6,10.7
65.5,2005,194,10,0.4,19.8,81,0,33.5,12,79,5.9,84,0.3,337.4,6854176,3.8,3.9,0.6,10.6
65.9,2004,177,11,0.4,2.1,81,4,33,13,82,5.7,86,0.3,39.3,6712841,3.9,3.9,0.6,10.5
65.2,2003,182,11,0.4,13.3,58,2144,32.5,14,82,4.5,85,0.3,236.3,6576877,4,4,0.6,10.1
64.3,2002,193,12,0.6,10.7,39,927,32.1,15,84,4.5,85,0.3,189.4,6447688,4,4,0.5,9.8
64,2001,194,13,0.9,1.1,79.5,38,31.6,16,84,4.6,85,0.3,17.8,6327125,4.1,4.1,0.5,9.7
63.7,2000,198,14,0.4,8.9,79.5,192,31.3,17,86,4.6,83,0.3,138.4,621625,4.2,4.1,0.5,9.6
74.9,2015,148,8,4.3,0,99,154,33.6,9,99,6.1,99,0.1,5814.9,686576,7.7,7.7,0.7,13.6
74.6,2014,152,8,6.4,789.1,99,0,32.4,10,99,4.1,99,0.1,5941.8,68416772,7.8,7.8,0.7,13.6
74.5,2013,153,9,6.5,788.7,99,2641,31.3,10,99,4,99,0.1,6171.3,6814365,7.9,7.9,0.7,13.6
74.3,2012,154,9,6.6,801.1,98,5197,3.1,11,99,4.2,99,0.1,5859.9,67843979,8,8.1,0.7,13.7
74.1,2011,155,10,6.1,748.4,98,3156,29,11,99,4.1,99,0.2,5491.2,675313,8.1,8.2,0.7,13.3
73.9,2010,158,10,6,71.7,98,2583,27.9,12,99,3.8,99,0.2,575.3,672888,8.2,8.3,0.7,13.1
73.7,2009,16,11,5.9,547.2,98,6071,26.8,12,99,4.1,99,0.3,4212.5,66881867,8.3,8.5,0.7,13
73.5,2008,162,11,5.9,610,98,7790,25.7,13,99,3.9,99,0.3,4378.7,6654576,8.5,8.6,0.7,12.9
73.3,2007,165,12,6.2,520.8,96,3893,24.6,14,98,3.6,98,0.4,3972.3,66195615,8.6,8.8,0.7,12.3
73,2006,168,13,6.2,433.9,96,3588,23.6,15,98,3.5,98,0.5,3369,65824164,8.7,8.9,0.7,12.4
72.5,2005,177,13,6.3,321.2,96,3526,22.6,15,98,3.6,98,0.5,2893.7,6542547,8.9,9.1,0.7,12
71.6,2004,189,14,6.2,301.4,96,4165,21.7,16,98,3.5,98,0.5,2659.8,652231,9,9.2,0.7,11.9
71.7,2003,189,15,6.1,282.8,96,4519,2.9,18,98,3.6,98,0.6,2358.9,64554952,9.1,9.3,0.7,11.8
71.4,2002,192,16,5.9,27.6,95,10315,2.2,19,97,3.7,96,0.7,296.5,6473164,9.2,9.5,0.7,11.5
71.2,2001,194,17,5.9,176.1,95,7319,19.4,20,97,3.3,96,0.8,1893.1,63543322,9.3,9.6,0.6,11.2
71.1,2000,194,18,5.9,0.3,95,4074,18.7,21,97,3.4,97,0.8,27.6,6295821,9.4,9.7,0.6,10.9
75.7,2015,12,0,4.3,0,92,1,6.3,0,92,6.1,91,0.1,6938.3,13452239.1,2.1,2.1,0.7,12.9
75.5,2014,12,0,1.1,0,97,116,59.7,0,96,6.5,95,0.1,6938.3,13452239.1,2.2,2.2,0.7,12.9
75.3,2013,14,0,1,0,97,4,59.1,0,98,6.7,98,0.1,6938.3,13452239.1,2.2,2.2,0.7,12.9
75.1,2012,15,0,1.2,0,98,7,58.5,0,97,6.8,95,0.1,6938.3,13452239.1,2.2,2.2,0.7,12.9
